feature,feature_family,asof_rule,production_allowed,diagnostic_only,leakage_status,null_percent_all_cutoffs,dtype
mean_relative_humidity_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_relative_humidity_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_sea_level_pressure_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_temperature_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wet_bulb_temperature_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wind_speed_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.9811751283513976,float64
mean_wind_speed_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.4603536794067313,float64
mean_wind_speed_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.7758128921848261,float64
mean_wind_speed_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.7758128921848261,float64
mean_wind_speed_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.7758128921848261,float64
mean_wind_speed_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.7758128921848261,float64
mean_wind_speed_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.7758128921848261,float64
mean_wind_speed_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.7758128921848261,float64
mean_wind_speed_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.7758128921848261,float64
mean_wind_speed_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.33086138049058755,float64
mean_wind_speed_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wind_speed_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
mean_wind_speed_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.186537364517969,float64
mean_wind_speed_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.33086138049058755,float64
mean_wind_speed_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.33086138049058755,float64
mean_wind_speed_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.33086138049058755,float64
mean_wind_speed_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.33086138049058755,float64
mean_wind_speed_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.33086138049058755,float64
pressure_tendency_2_to_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
prevailing_wind_direction_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
prevailing_wind_direction_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
prevailing_wind_direction_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
prevailing_wind_direction_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
prevailing_wind_direction_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
prevailing_wind_direction_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
prevailing_wind_direction_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
prevailing_wind_direction_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.3080433542498574,float64
prevailing_wind_direction_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.011409013120365089,float64
prevailing_wind_direction_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.825442099258414,float64
prevailing_wind_direction_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.7758128921848261,float64
rainfall_any_3d,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,bool
rainfall_log1p_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,20.193953223046208,float64
rainfall_log1p_rolling_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,45.008556759840275,float64
reduced_visibility_hours_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.06845407872219053,float64
reduced_visibility_hours_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.06845407872219053,float64
reduced_visibility_hours_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.034227039361095266,float64
reduced_visibility_hours_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.034227039361095266,float64
reduced_visibility_hours_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.034227039361095266,float64
reduced_visibility_hours_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.034227039361095266,float64
reduced_visibility_hours_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.034227039361095266,float64
reduced_visibility_hours_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.034227039361095266,float64
reduced_visibility_hours_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.034227039361095266,float64
reduced_visibility_hours_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
reduced_visibility_hours_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
reduced_visibility_hours_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
reduced_visibility_hours_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
reduced_visibility_hours_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
reduced_visibility_hours_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
reduced_visibility_hours_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
reduced_visibility_hours_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
reduced_visibility_hours_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
sea_temp_am_pm_mean_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.14831717056474614,float64
sea_temp_diurnal_diff_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.2966343411294923,float64
sea_temperature_am_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.33086138049058755,float64
sea_temperature_am_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.38790644609241304,float64
sea_temperature_am_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.22818026240730174,float64
sea_temperature_am_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.22818026240730174,float64
sea_temperature_am_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.22818026240730174,float64
sea_temperature_am_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.22818026240730174,float64
sea_temperature_am_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.22818026240730174,float64
sea_temperature_am_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.22818026240730174,float64
sea_temperature_am_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.22818026240730174,float64
sea_temperature_am_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_am_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
sea_temperature_am_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
sea_temperature_am_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.4335424985738734,float64
sea_temperature_am_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_am_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_am_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_am_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_am_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,38.74500855675984,float64
sea_temperature_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,41.448944666286366,float64
sea_temperature_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,37.718197375926984,float64
sea_temperature_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,37.718197375926984,float64
sea_temperature_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,37.718197375926984,float64
sea_temperature_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,37.752424415288075,float64
sea_temperature_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,37.718197375926984,float64
sea_temperature_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,37.718197375926984,float64
sea_temperature_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,37.718197375926984,float64
sea_temperature_pm_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.3194523673702225,float64
sea_temperature_pm_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.36508841985168283,float64
sea_temperature_pm_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.2167712492869367,float64
sea_temperature_pm_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.2167712492869367,float64
sea_temperature_pm_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.2167712492869367,float64
sea_temperature_pm_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.2167712492869367,float64
sea_temperature_pm_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.2167712492869367,float64
sea_temperature_pm_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.2167712492869367,float64
sea_temperature_pm_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.2167712492869367,float64
sea_temperature_pm_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_pm_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
sea_temperature_pm_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
sea_temperature_pm_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.42213348545350826,float64
sea_temperature_pm_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_pm_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_pm_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_pm_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_pm_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.10268111808328578,float64
sea_temperature_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,35.71021106674272,float64
sea_temperature_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,31.70564746149458,float64
sea_temperature_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,26.811180832857957,float64
sea_temperature_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,39.76041072447234,float64
sea_temperature_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,35.71021106674272,float64
sea_temperature_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,35.71021106674272,float64
sea_temperature_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,35.71021106674272,float64
sea_temperature_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,35.71021106674272,float64
sea_temperature_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,35.71021106674272,float64
solar_cloud_contrast_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
sun_cloud_contrast_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
wet_bulb_heat_storage_proxy,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,0.0,float64
wind_dir_cos_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
wind_dir_sin_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
wind_vector_u_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
wind_vector_v_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass,1.27780946948089,float64
analog_resid_idw50_x_effective_sample_size,interaction,derived from already as-of-safe source features,True,False,pass,0.0,float64
analog_resid_idw50_x_high_uncertainty,interaction,derived from already as-of-safe source features,True,False,pass,0.0,float64
bright_sunshine_duration_lag_2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
daily_rainfall_rolling_mean_3_ending_tminus2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass,50.63605248146036,float64
forecast_max_x_cloud_rain_suppressed,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_max_x_hot_humid_persistence,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_max_x_is_hot_season,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_max_x_marine_moderation_regime,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_max_x_season_autumn_transition,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_max_x_season_cool_dry,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_max_x_season_hot_wet,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_max_x_season_spring_transition,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_max_x_upward_revised_heat_regime,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_range_x_high_uncertainty,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_range_x_n_issues,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
forecast_range_x_resid_std_by_range,interaction,derived from already as-of-safe source features,True,False,pass,13.63091842555619,float64
late_downward_x_cloud_rain_suppressed,interaction,derived from already as-of-safe source features,True,False,pass,0.0,float64
late_upward_x_recent_heat_count,interaction,derived from already as-of-safe source features,True,False,pass,0.0,float64
max_delta_first_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
max_delta_first_x_hot_humid,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
mean_cloud_amount_lag_2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
mean_dew_point_temperature_lag_2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
mean_wet_bulb_temperature_lag_2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass,10.051340559041643,float64
mean_wind_speed_lag2_x_onshore,interaction,derived from already as-of-safe source features,True,False,pass,0.7758128921848261,float64
pressure_falling_x_showers,interaction,derived from already as-of-safe source features,True,False,pass,0.0,float64
pressure_rising_x_dry_clear,interaction,derived from already as-of-safe source features,True,False,pass,0.0,float64
resid_mean_by_month_x_forecast_range,interaction,derived from already as-of-safe source features,True,False,pass,13.63091842555619,float64
resid_mean_by_season_maxbin_x_official_high,interaction,derived from already as-of-safe source features,True,False,pass,4.1642897889332575,float64
sea_temp_anomaly_lag2_x_onshore,interaction,derived from already as-of-safe source features,True,False,pass,4.312606959498003,float64
forecast_max_bin,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,object
forecast_max_c_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_max_ceil,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_max_decimal_part,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_max_floor,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_max_half_degree,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_max_round_int,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_midpoint_c_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_min_c_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_min_round_int,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
forecast_range_bin,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,object
forecast_range_c_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
hours_latest_issue_to_target_noon,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
is_1615_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
is_1645_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
is_1745_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
is_1845_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
is_2145_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
is_2245_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
is_2315_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
is_2345_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,0.0,bool
latest_issue_decimal_hour,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
latest_issue_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,object
latest_issue_hour,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
latest_issue_minute,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass,10.051340559041643,float64
