experiment_id,folder,title,file_count,total_bytes,frame_class,evidence_class,best_reported_mae_c,reported_baseline_mae_c,computed_delta_c,reported_status,key_summary,primary_concern,recommended_action,reproducibility_note
0081,0081_rss_gate_stability_stress,RSS Gate Stability Stress,35,295565,legacy_narrow_or_long_history_mixed,VALID_FRAME_SPECIFIC_PROXY_EVIDENCE,0.9437550087964722,,,,,Useful narrow-frame causal/diagnostic result with station/proxy eligibility caveats,Preserve insight; replay on canonical cleaned frame before comparison.,Self-contained experiment artifacts or legacy report
0082,0082_refreshed_archive_replay_readiness_audit,0082 Refreshed Archive Replay Readiness Audit,35,286624,legacy_narrow_or_long_history_mixed,CONTROL_AUDIT_OR_DATA_ENGINEERING,,,,,,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Self-contained experiment artifacts or legacy report
0083,0083_expanded_frame_official_anchor_replay,0083 Expanded-Frame Official-Anchor Replay,35,297413,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.059859166323171,,,expanded_frame_baseline_not_champion_replacement,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0084,0084_expanded_frame_hardened_official_specialists,0084 Expanded-Frame Hardened Official Specialists,35,274751,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.059859166323171,,,hardened_gate_screen_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0085,0085_long_history_feature_station_residual_bridge,0085 Long-History Feature And Station Residual Bridge,35,275523,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,,,,long_history_feature_station_residual_bridge_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0086,0086_guarded_long_history_residual_specialists,0086 Guarded Long-History Residual Specialists,35,273219,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0540483032721892,,,guarded_long_history_specialist_screen_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0087,0087_long_history_signal_interaction_specialists,0087 Long-History Signal Interaction Specialists,35,279589,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0517215888652507,,,long_history_interaction_specialist_screen_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0088,0088_prior_gated_specialist_stack,0088 Prior-Gated Specialist Stack,35,267149,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0517215888652507,,,prior_gated_specialist_stack_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0089,0089_remaining_error_regime_autopsy,0089 Remaining Error Regime Autopsy,35,313619,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0517215888652507,,,remaining_error_regime_autopsy_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0090,0090_guarded_specialists_from_error_autopsy,0090 Guarded Specialists From Error Autopsy,35,315164,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0517215888652507,,,guarded_specialists_from_error_autopsy_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0091,0091_near_miss_specialist_failure_analysis,0091 Near-Miss Specialist Failure Analysis,35,298072,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,-0.0007067343256061,,,near_miss_specialist_failure_analysis_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0092,0092_blocking_slice_guarded_specialists,0092 Blocking-Slice Guarded Specialists,35,299874,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.050706845255926,,,blocking_slice_guarded_specialists_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0093,0093_guarded_champion_sensitivity_check,0093 Guarded Champion Sensitivity Check,35,326128,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.050660939385909,,,guarded_champion_sensitivity_check_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0094,0094_expanded_high_error_interaction_lab,0094 Expanded High-Error Interaction Lab,35,337889,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0498400990116323,,,expanded_high_error_interaction_lab_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0095,0095_mam_error_direction_split_lab,0095 MAM Error-Direction Split Lab,35,397338,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0495173644250873,,,mam_error_direction_split_lab_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0096,0096_directional_cell_failure_audit,0096 Directional Cell Failure Audit,35,398709,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,,,,directional_cell_failure_audit_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0097,0097_stable_directional_cell_specialist,0097 Stable Directional Cell Specialist,35,413346,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0495173644250873,,,stable_directional_cell_specialist_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0098,0098_source_submonth_stable_cell_specialist,0098 Source/Submonth Stable Cell Specialist,35,292172,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0494983868711296,,,source_submonth_stable_cell_specialist_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0099,0099_mam_cell_policy_sensitivity,0099 MAM Cell Policy Sensitivity,39,18995736,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.049472831428368,,,mam_cell_policy_sensitivity_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0100,0100_stable_mam_cell_feature_atlas,0100 Stable MAM Cell Feature Atlas,2,45472,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,,,,stable_mam_cell_feature_atlas_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0101,0101_stable_mam_cell_feature_specialists,0101 Stable MAM Cell Feature Specialists,2,49833,expanded_official_5265_or_audit,VALID_DIAGNOSTIC_OR_EXPANDED_RESEARCH_EVIDENCE,1.0490737910402703,,,stable_mam_cell_feature_specialists_complete,,Scientifically useful signal mapping or expanded-frame test,"Use for hypothesis formation, respecting source timing and frame comparability.",Self-contained experiment artifacts or legacy report
0102,0102_timestamp_proof_unlock_queue,0102 Timestamp Proof Unlock Queue,2,19629,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,,,,timestamp_proof_unlock_queue_complete_no_unlocks,,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Self-contained experiment artifacts or legacy report
0103,0103_current_rss_safe_continuation,0103 Current RSS Continuation Without Blocked Sources,2,15525,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,,,,current_rss_continuation_analysis_only_complete,,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Self-contained experiment artifacts or legacy report
0104,0104_canonical_frame_evidence_registry,"0104 Canonical Frame, Evidence, and Scoreboard Registry",38,13173505,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,,,,,"# Conclusion `BLOCKED_PENDING_REPRODUCTION_FIXES`. Frame counts, row hashes, official/raw metrics, long-history metrics, R14-R17 metrics, and the major official archive gap reproduced. Full acceptance is blocked until the manifest-only 0081 and 0101 candidate scores have row-level prediction artifacts that can be reconciled.",No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Self-contained experiment artifacts or legacy report
0105,0105_station_dossier_geography_coverage,"0105 Station Dossier, Identity, Geography, and Coverage Forensics",52,317957,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,1.0791073124406458,1.0791073124406458,0.0,COMPLETE_AUDIT,# Conclusion Status: `COMPLETE_AUDIT` 0105 completed its foundation/audit role and wrote the required evidence tables without using 2024+ target rows. ## Expected Failure Modes Checked Geospatial packages may lack coast distance or urban classification. Do not fabricate labels; preserve confidence and use only geometry that can be reproduced. A station with strong signal but unstable identity is diagnostic-only.,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Shared 0105-0183 generator not present in archive
0106,0106_feature_availability_lineage_graph,"0106 Per-Feature Availability, Eligibility, and Lineage Graph",52,370978,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,1.0791073124406458,1.0791073124406458,0.0,COMPLETE_AUDIT,# Conclusion Status: `COMPLETE_AUDIT` 0106 completed its foundation/audit role and wrote the required evidence tables without using 2024+ target rows. ## Expected Failure Modes Checked Old experiments may lack machine-readable formulas. Mark them unreconstructable and do not promote them. Do not upgrade eligibility from mere historical valid time.,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Shared 0105-0183 generator not present in archive
0107,0107_temporal_unit_qc_audit,"0107 Timezone, Daily Boundary, Unit, Duplicate, and Observation-Age Audit",54,278313,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,1.0791073124406458,1.0791073124406458,0.0,COMPLETE_AUDIT,"# Conclusion Status: `COMPLETE_AUDIT` 0107 completed its foundation/audit role and wrote the required evidence tables without using 2024+ target rows. ## Expected Failure Modes Checked Historical daylight-saving/offset metadata may be incomplete. Preserve raw UTC and documented local offset, and flag ambiguous eras rather than force modern HKT. If top signal collapses after QC, treat prior finding as artifact.",No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Shared 0105-0183 generator not present in archive
0108,0108_canonical_response_library,0108 Canonical Multi-Response Label and Residual Library,51,1057359,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,1.0791073124406458,1.0791073124406458,0.0,COMPLETE_AUDIT,# Conclusion Status: `COMPLETE_AUDIT` 0108 completed its foundation/audit role and wrote the required evidence tables without using 2024+ target rows. ## Expected Failure Modes Checked Some historical predictions may not be recoverable row by row. Mark those response variants unavailable rather than substituting in-sample estimates.,No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Shared 0105-0183 generator not present in archive
0109,0109_temporal_multiplicity_stability_harness,"0109 Temporal Multiple-Testing, Stability, and Negative-Control Harness",51,291732,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,1.0791073124406458,1.0791073124406458,0.0,COMPLETE_AUDIT,"# Conclusion Status: `COMPLETE_AUDIT` 0109 completed its foundation/audit role and wrote the required evidence tables without using 2024+ target rows. ## Expected Failure Modes Checked With only 992 RSS rows, formal power will be low. Report wide intervals and use long-history station/target evidence for mechanism replication rather than relaxing thresholds.",No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Shared 0105-0183 generator not present in archive
0110,0110_walkforward_replay_harness,0110 One-Command Walk-Forward Replay and Artifact Harness,46,287217,expanded_official_5265_or_audit,CONTROL_AUDIT_OR_DATA_ENGINEERING,1.0791073124406458,1.0791073124406458,0.0,COMPLETE_AUDIT,"# Conclusion Status: `COMPLETE_AUDIT` 0110 completed its foundation/audit role and wrote the required evidence tables without using 2024+ target rows. ## Expected Failure Modes Checked Historical scripts may encode undocumented behavior. Preserve both “exact legacy replay” and “corrected canonical implementation,” and never blend their scores.",No predictive score should be inferred,"Retain; use as governance, coverage, timestamp, or database evidence.",Shared 0105-0183 generator not present in archive
0111,0111_conditional_information_gain_atlas,0111 Cross-Fitted Conditional Information-Gain Atlas,50,479638,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0111 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Flexible nuisance models can remove true nonlinear signal or leak through tuning. Use simple predeclared nuisance classes and report sensitivity. Strong raw correlation that vanishes conditionally is a level proxy, not residual value.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0112,0112_nonlinear_response_curve_atlas,0112 Nonlinear Monotonicity and Conditional Response-Curve Atlas,50,462507,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0112 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Spline wiggles and sparse tails can create false structure. Penalize complexity, compare to monotone/no-effect nulls, and label unstable thresholds as negative results.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0113,0113_asymmetric_tail_dependence_atlas,0113 Asymmetric Tail Dependence and Copula-Style Error Atlas,49,596330,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.7990442798212624,1.0791073124406458,-0.2800630326193835,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0113 scored a candidate MAE of 0.7990442798212624 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Rare-event estimates are noisy and thresholds drift. Use fixed physical thresholds alongside prior-quantile thresholds, shrink probabilities, and preserve failed alerts.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0114,0114_feature_redundancy_orthogonal_set,0114 Feature Redundancy Graph and Minimal Orthogonal Signal Set,49,463814,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0114 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Correlation can label complementary nonlinear features as redundant. Use response-conditional substitution tests, not correlation alone. If representatives change wildly by fold, retain the mechanism as unstable.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0115,0115_hierarchical_interaction_anova,0115 Hierarchical Two- and Three-Feature Interaction ANOVA,50,508077,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0115 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Interactions can proxy source era or missingness. Include these as controls and test within source/era. If only one tiny surface patch helps, do not promote it as a global feature.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0116,0116_information_gain_drift_lifetime,"0116 Information-Gain Drift, Era Transfer, and Effect-Lifetime Atlas",50,471870,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0116 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Apparent drift may reflect coverage composition. Reweight to common stations/features and report composition-adjusted estimates. If effect lifetime is shorter than available history supports, keep diagnostic.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0117,0117_correction_uplift_no_harm_atlas,0117 Correction Uplift and No-Harm Opportunity Atlas,50,1613127,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0117 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Uplift is hard to estimate because actions are counterfactual but outcomes for fixed deterministic shifts are calculable; still, flexible policy selection can overfit. Keep action grid tiny and thresholds nested.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0118,0118_value_of_information_missingness,"0118 Value of Information Under Missingness, Age, and Source Dropout",50,560396,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0118 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Archive gaps often mimic weather regimes. If missingness signal vanishes after era control, retain it solely for confidence/fallback, not prediction.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0119,0119_target_level_slope_curvature_state,0119 Causal Target Level–Slope–Curvature State Space,50,479469,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0119 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Smooth states can merely restate seasonality. Require conditional residual tests and compare to simple rolling mean/slope. Overly adaptive filters can chase noise; select process noise only inside training folds.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0120,0120_target_derivative_reversal_exhaustion,"0120 Robust Local Derivatives, Reversal Hazard, and Trend Exhaustion",50,528969,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0120 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Autocorrelated target changes can make run features look predictive in-sample. Use forward folds and compare to empirical season-only reversal rates. If station confirmation adds no lift, preserve target-only curves as diagnostic.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0121,0121_volatility_compression_expansion,0121 Volatility Compression–Expansion Transition Atlas,49,474670,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0121 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Volatility can be a season proxy. Residualize within month/season and test cross-season transfer. Entropy-like features are demoted unless they beat simple MAD ratios.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0122,0122_seasonal_phase_boundary_index,0122 Causal Seasonal Phase-Boundary and Monsoon-Transition Index,50,468917,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0122 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Latent states may be arbitrary or swap labels. Anchor them with explicit physical constraints and publish raw component scores. If phase adds no conditional value, keep calendar harmonics.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0123,0123_target_station_coherence_atlas,0123 Target-Memory × Station-Network Coherence Atlas,50,1468966,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,"# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0123 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Differences may reflect station calibration or coverage. Use station anomalies, metadata eras, and common-station sensitivity. Hard pair dependence without group replication is not promoted.",Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0124,0124_spell_termination_spatial_confirmation,0124 Spell Termination with Spatial Confirmation,49,627046,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0124 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Few extreme spells and overlapping definitions reduce power. Use broad anomaly spells first; preserve null results rather than tuning thresholds repeatedly.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
0125,0125_phase_aligned_year_analog_residuals,0125 Phase-Aligned Year-over-Year and Submonth Analog Residuals,50,603423,expanded_official_5265_or_audit,INVALID_PREDICTIVE_SCORE_LABEL_LEAKAGE,0.8735859587340743,1.0791073124406458,-0.20552135370657154,COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED,# Conclusion Status: `COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED` 0125 scored a candidate MAE of 0.8735859587340743 versus official MAE 1.0791073124406458 on 5265 pre-2024 rows; status is COMPLETE_RESEARCH_LIFT_NOT_PRODUCTION_PROMOTED. ## Expected Failure Modes Checked Regime recurrence may be too weak and distances may collapse to target level. Feature ablations and phase-only controls reveal this. Do not add dimensions after seeing test results.,Same-row outcome/error-derived fields were admitted and many folders reuse identical predictions,Quarantine score; preserve only hypotheses/diagnostics after clean reimplementation.,Shared 0105-0183 generator not present in archive
