dataset_id,source_file,file_type,attribute,source_dtype,semantic_class,row_count,non_null_count,null_count,null_pct,storage_decision,db_layer,model_role,operational_status,quality_action,usefulness_score_0_100,rationale,profile_min,profile_max
07_hko_radar_satellite_lightning_nowcast,07_hko_radar_satellite_lightning_nowcast/hko_satellite_image_inventory.parquet,parquet,content_length,int64,numeric,4589,4589,0,0.0,KEEP,live_object_catalog,FILE_OR_GRID_QC,QUALITY_ONLY,CHECK_CONSTANTS_AND_FILE_COMPLETENESS,15,"Useful for integrity, not weather prediction.",123.0,1133077.0
07_hko_radar_satellite_lightning_nowcast,07_hko_radar_satellite_lightning_nowcast/hko_satellite_image_inventory.parquet,parquet,content_path,string,path_or_file_reference,4589,4589,0,0.0,KEEP_REFERENCE_ONLY,live_object_catalog,OBJECT_OR_SOURCE_REFERENCE,NOT_A_PREDICTOR,REPLACE_MACHINE_LOCAL_PATH_WITH_OBJECT_URI,5,Keep as lineage/object reference; avoid machine-specific absolute paths in canonical DB.,,
07_hko_radar_satellite_lightning_nowcast,07_hko_radar_satellite_lightning_nowcast/hko_satellite_image_inventory.parquet,parquet,availability_tier,string,nominal_text,4589,4589,0,0.0,KEEP,live_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
07_hko_radar_satellite_lightning_nowcast,07_hko_radar_satellite_lightning_nowcast/hko_satellite_image_inventory.parquet,parquet,operational_input_allowed,bool,boolean,4589,4589,0,0.0,KEEP,live_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
07_hko_radar_satellite_lightning_nowcast,07_hko_radar_satellite_lightning_nowcast/hko_satellite_image_inventory.parquet,parquet,source_time_policy,string,free_natural_text,4589,4589,0,0.0,KEEP,live_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_latest_tidal_information.parquet,parquet,source_id,string,identifier_or_code,105,105,0,0.0,KEEP,live_exact_vintage,SOURCE_OR_CATALOG_METADATA,CONDITIONAL_CATEGORICAL_ONLY,NONE,15,"Useful for lineage/source-era grouping, not meteorology by itself.",,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_latest_tidal_information.parquet,parquet,content_sha256,string,hash_identifier,105,105,0,0.0,KEEP,live_exact_vintage,PROVENANCE_ONLY,NOT_A_PREDICTOR,NONE,0,"Integrity/deduplication key; essential for provenance, not forecasting.",,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_latest_tidal_information.parquet,parquet,raw_retrieved_at_utc,string,datetime_or_date,105,105,0,0.0,KEEP,live_exact_vintage,PROVENANCE_TIMESTAMP,GATING_OR_AUDIT_ONLY,VALIDATE_TIMEZONE,95,Needed to prove retrieval/availability and reproduce vintages; not a weather variable.,2026-06-19T04:50:57.280298+00:00,2026-06-20T07:56:27.102158+00:00
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_latest_tidal_information.parquet,parquet,tide_station,string,nominal_text,105,105,0,0.0,KEEP,live_exact_vintage,TIDE_STATION_KEY,SPATIAL_CONTEXT,JOIN_STATION_METADATA,30,Needed for spatial water-level features.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_latest_tidal_information.parquet,parquet,observed_at_hkt,string,datetime_or_date,105,105,0,0.0,KEEP,live_exact_vintage,LIVE_TIME,FUTURE_LIVE_PREDICTOR,PARSE_TIMESTAMPTZ_AND_ENFORCE_CUTOFF,90,Exact-vintage time key.,2026-06-19T04:45:00+00:00,2026-06-20T07:50:00+00:00
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_latest_tidal_information.parquet,parquet,height_m,double,numeric,105,90,15,0.142857,KEEP,live_exact_vintage,COASTAL_WATER_LEVEL,LOW_TO_MODERATE_FUTURE_PREDICTOR,HANDLE_MISSING_AND_DERIVE_ANOMALY_VS_ASTRONOMICAL_TIDE,45,Indirect marine/pressure/wind regime proxy; unlikely to be a primary Tmax driver.,1.04,2.8
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_latest_tidal_information.parquet,parquet,availability_tier,string,nominal_text,105,105,0,0.0,KEEP,live_exact_vintage,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_latest_tidal_information.parquet,parquet,operational_input_allowed,bool,boolean,105,105,0,0.0,KEEP,live_exact_vintage,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,source_id,string,identifier_or_code,30,30,0,0.0,KEEP,live_exact_vintage,SOURCE_OR_CATALOG_METADATA,CONDITIONAL_CATEGORICAL_ONLY,NONE,15,"Useful for lineage/source-era grouping, not meteorology by itself.",,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,content_sha256,string,hash_identifier,30,30,0,0.0,KEEP,live_exact_vintage,PROVENANCE_ONLY,NOT_A_PREDICTOR,NONE,0,"Integrity/deduplication key; essential for provenance, not forecasting.",,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,raw_retrieved_at_utc,string,datetime_or_date,30,30,0,0.0,KEEP,live_exact_vintage,PROVENANCE_TIMESTAMP,GATING_OR_AUDIT_ONLY,VALIDATE_TIMEZONE,95,Needed to prove retrieval/availability and reproduce vintages; not a weather variable.,2026-06-19T04:50:55.669615+00:00,2026-06-20T07:56:24.707400+00:00
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,update_time_hkt,string,datetime_or_date,30,30,0,0.0,KEEP,live_exact_vintage,LIVE_TIME,FUTURE_LIVE_PREDICTOR,PARSE_TIMESTAMPTZ_AND_ENFORCE_CUTOFF,90,Exact-vintage time key.,2026-06-19T04:30:00+00:00,2026-06-20T04:30:00+00:00
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,location_name,string,nominal_text,30,30,0,0.0,KEEP,live_exact_vintage,MARINE_AREA_KEY,SPATIAL_CONTEXT,NORMALIZE_AREAS,35,Needed to distinguish adjacent waters and remote coastal sectors.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,wind_info,string,nominal_text,30,30,0,0.0,KEEP_FULL_TEXT,live_exact_vintage,MARINE_REGIME_TEXT,FUTURE_LIVE_NLP_PREDICTOR,PARSE_DIRECTION_FORCE_CONVECTION_AND_SEA_STATE,65,Potential marine-flow and convection context; current sample is tiny.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,weather_description,string,nominal_text,30,30,0,0.0,KEEP_FULL_TEXT,live_exact_vintage,MARINE_REGIME_TEXT,FUTURE_LIVE_NLP_PREDICTOR,PARSE_DIRECTION_FORCE_CONVECTION_AND_SEA_STATE,65,Potential marine-flow and convection context; current sample is tiny.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,sea_situation,string,nominal_text,30,30,0,0.0,KEEP_FULL_TEXT,live_exact_vintage,MARINE_REGIME_TEXT,FUTURE_LIVE_NLP_PREDICTOR,PARSE_DIRECTION_FORCE_CONVECTION_AND_SEA_STATE,65,Potential marine-flow and convection context; current sample is tiny.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,availability_tier,string,nominal_text,30,30,0,0.0,KEEP,live_exact_vintage,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
08_hko_marine_tide_coastal_waters,08_hko_marine_tide_coastal_waters/hko_south_china_coastal_waters_bulletin.parquet,parquet,operational_input_allowed,bool,boolean,30,30,0,0.0,KEEP,live_exact_vintage,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,source_id,string,identifier_or_code,530,530,0,0.0,KEEP,live_nwp_anchor,SOURCE_OR_CATALOG_METADATA,CONDITIONAL_CATEGORICAL_ONLY,NONE,15,"Useful for lineage/source-era grouping, not meteorology by itself.",,
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,content_sha256,string,hash_identifier,530,530,0,0.0,KEEP,live_nwp_anchor,PROVENANCE_ONLY,NOT_A_PREDICTOR,NONE,0,"Integrity/deduplication key; essential for provenance, not forecasting.",,
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,raw_retrieved_at_utc,string,datetime_or_date,530,530,0,0.0,KEEP,live_nwp_anchor,PROVENANCE_TIMESTAMP,GATING_OR_AUDIT_ONLY,VALIDATE_TIMEZONE,95,Needed to prove retrieval/availability and reproduce vintages; not a weather variable.,2026-06-19T06:12:34.954063+00:00,2026-06-19T06:14:15.039351+00:00
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,station_code,string,identifier_or_code,530,530,0,0.0,KEEP,live_nwp_anchor,ARWF_STATION_METADATA,SPATIAL_CONTEXT,BUILD_CANONICAL_STATION_DIMENSION,65,"Required for target station, gradients and station groups.",,
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,latitude,double,numeric,530,530,0,0.0,KEEP,live_nwp_anchor,ARWF_STATION_METADATA,SPATIAL_CONTEXT,BUILD_CANONICAL_STATION_DIMENSION,65,"Required for target station, gradients and station groups.",22.182,22.529
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,longitude,double,numeric,530,530,0,0.0,KEEP,live_nwp_anchor,ARWF_STATION_METADATA,SPATIAL_CONTEXT,BUILD_CANONICAL_STATION_DIMENSION,65,"Required for target station, gradients and station groups.",113.9,114.323
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,model_time,int64,numeric,530,530,0,0.0,KEEP,live_nwp_anchor,MODEL_INIT_ISSUE_VALID_TIME,ELIGIBILITY_AND_STALENESS,PARSE_NUMERIC_OR_STRING_TO_TIMESTAMPTZ_AND_DERIVE_LEAD_HOURS,100,Essential to select the latest cycle available before T−24.,2026061812.0,2026061812.0
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,last_modified,string,nominal_text,530,530,0,0.0,KEEP,live_nwp_anchor,MODEL_INIT_ISSUE_VALID_TIME,ELIGIBILITY_AND_STALENESS,PARSE_NUMERIC_OR_STRING_TO_TIMESTAMPTZ_AND_DERIVE_LEAD_HOURS,100,Essential to select the latest cycle available before T−24.,,
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,forecast_date,string,datetime_or_date,530,530,0,0.0,KEEP,live_nwp_anchor,MODEL_INIT_ISSUE_VALID_TIME,ELIGIBILITY_AND_STALENESS,PARSE_NUMERIC_OR_STRING_TO_TIMESTAMPTZ_AND_DERIVE_LEAD_HOURS,100,Essential to select the latest cycle available before T−24.,2026-06-19T00:00:00+00:00,2026-06-28T00:00:00+00:00
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,forecast_max_temperature_c,double,numeric,530,380,150,0.283019,KEEP,live_nwp_anchor,ARWF_STATION_TMAX_FORECAST,HIGH_POTENTIAL_FUTURE_PREDICTOR,COLLECT_LONG_HISTORY_AND_MAP_STATIONS,95,Potentially powerful independent NWP/station forecast anchor; current data cover one model cycle.,23.0,34.9
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,forecast_min_temperature_c,double,numeric,530,380,150,0.283019,KEEP,live_nwp_anchor,ARWF_STATION_TMIN_FORECAST,HIGH_POTENTIAL_FUTURE_PREDICTOR,COLLECT_LONG_HISTORY_AND_MAP_STATIONS,70,Useful for diurnal range and spatial model state.,20.1,28.9
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,availability_tier,string,nominal_text,530,530,0,0.0,KEEP,live_nwp_anchor,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,operational_input_allowed,bool,boolean,530,530,0,0.0,KEEP,live_nwp_anchor,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
09_hko_arwf_station_forecasts,09_hko_arwf_station_forecasts/hko_arwf_station_daily_forecasts.parquet,parquet,source_time_policy,string,nominal_text,530,530,0,0.0,KEEP,live_nwp_anchor,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,source_id,string,identifier_or_code,3400,3400,0,0.0,KEEP,nwp_object_catalog,SOURCE_OR_CATALOG_METADATA,CONDITIONAL_CATEGORICAL_ONLY,NONE,15,"Useful for lineage/source-era grouping, not meteorology by itself.",,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,content_sha256,string,hash_identifier,3400,3400,0,0.0,KEEP,nwp_object_catalog,PROVENANCE_ONLY,NOT_A_PREDICTOR,NONE,0,"Integrity/deduplication key; essential for provenance, not forecasting.",,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,raw_retrieved_at_utc,string,datetime_or_date,3400,3400,0,0.0,KEEP,nwp_object_catalog,PROVENANCE_TIMESTAMP,GATING_OR_AUDIT_ONLY,VALIDATE_TIMEZONE,95,Needed to prove retrieval/availability and reproduce vintages; not a weather variable.,2026-06-19T06:49:13.626499+00:00,2026-06-20T06:25:56.077690+00:00
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,cycle_date,string,nominal_text,3400,3400,0,0.0,REBUILD_AND_POPULATE,nwp_object_catalog,MODEL_CYCLE_TIME,REQUIRED_BEFORE_ANY_USE,CURRENTLY_EMPTY_PARSE_FROM_FILENAME_OR_GRIB_METADATA,100,No NWP field can be used safely without cycle time.,,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,cycle_hour_utc,string,nominal_text,3400,3400,0,0.0,REBUILD_AND_POPULATE,nwp_object_catalog,MODEL_CYCLE_TIME,REQUIRED_BEFORE_ANY_USE,CURRENTLY_EMPTY_PARSE_FROM_FILENAME_OR_GRIB_METADATA,100,No NWP field can be used safely without cycle time.,,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,forecast_hour,int64,numeric,3400,3400,0,0.0,KEEP,nwp_object_catalog,NWP_LEAD_OR_ENSEMBLE_MEMBER,FUTURE_PREDICTOR_CONTEXT,DERIVE_VALID_TIME_AND_VERIFY_MEMBER_SET,85,Essential for lead alignment and ensemble statistics.,6.0,120.0
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,member,string,nominal_text,3400,3400,0,0.0,KEEP,nwp_object_catalog,NWP_LEAD_OR_ENSEMBLE_MEMBER,FUTURE_PREDICTOR_CONTEXT,DERIVE_VALID_TIME_AND_VERIFY_MEMBER_SET,85,Essential for lead alignment and ensemble statistics.,,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,content_length,int64,numeric,3400,3400,0,0.0,KEEP,nwp_object_catalog,FILE_QC,QUALITY_ONLY,VERIFY_SUBSET_CONTENT_AND_TRUNCATION,25,Small files require verification that intended variables are present.,7406.0,38750.0
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,content_path,string,path_or_file_reference,3400,3400,0,0.0,KEEP_REFERENCE_ONLY,nwp_object_catalog,OBJECT_OR_SOURCE_REFERENCE,NOT_A_PREDICTOR,REPLACE_MACHINE_LOCAL_PATH_WITH_OBJECT_URI,5,Keep as lineage/object reference; avoid machine-specific absolute paths in canonical DB.,,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,availability_tier,string,nominal_text,3400,3400,0,0.0,KEEP,nwp_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,operational_input_allowed,bool,boolean,3400,3400,0,0.0,KEEP,nwp_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
10_ncep_operational_grib_inventory,10_ncep_operational_grib_inventory/ncep_operational_grib2_inventory.parquet,parquet,source_time_policy,string,free_natural_text,3400,3400,0,0.0,KEEP,nwp_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,source_id,string,identifier_or_code,60,60,0,0.0,KEEP,static_object_catalog,SOURCE_OR_CATALOG_METADATA,CONDITIONAL_CATEGORICAL_ONLY,NONE,15,"Useful for lineage/source-era grouping, not meteorology by itself.",,
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,content_sha256,string,hash_identifier,60,60,0,0.0,KEEP,static_object_catalog,PROVENANCE_ONLY,NOT_A_PREDICTOR,NONE,0,"Integrity/deduplication key; essential for provenance, not forecasting.",,
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,raw_retrieved_at_utc,string,datetime_or_date,60,60,0,0.0,KEEP,static_object_catalog,PROVENANCE_TIMESTAMP,GATING_OR_AUDIT_ONLY,VALIDATE_TIMEZONE,95,Needed to prove retrieval/availability and reproduce vintages; not a weather variable.,2026-06-19T09:00:42.747347+00:00,2026-06-19T09:06:17.419473+00:00
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,content_length,int64,numeric,60,60,0,0.0,KEEP,static_object_catalog,STATIC_ASSET_QC,NOT_DIRECT,VERIFY_CRS_RESOLUTION_LICENSE_AND_COMPLETENESS,20,"Useful for ingestion quality, not prediction.",55.0,77733805.0
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,content_path,string,path_or_file_reference,60,60,0,0.0,KEEP_REFERENCE_ONLY,static_object_catalog,OBJECT_OR_SOURCE_REFERENCE,NOT_A_PREDICTOR,REPLACE_MACHINE_LOCAL_PATH_WITH_OBJECT_URI,5,Keep as lineage/object reference; avoid machine-specific absolute paths in canonical DB.,,
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,extension,string,nominal_text,60,60,0,0.0,KEEP,static_object_catalog,STATIC_ASSET_QC,NOT_DIRECT,VERIFY_CRS_RESOLUTION_LICENSE_AND_COMPLETENESS,20,"Useful for ingestion quality, not prediction.",,
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,zip_member_count_sampled,int64,numeric,60,60,0,0.0,KEEP,static_object_catalog,STATIC_ASSET_QC,NOT_DIRECT,VERIFY_CRS_RESOLUTION_LICENSE_AND_COMPLETENESS,20,"Useful for ingestion quality, not prediction.",0.0,46.0
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,zip_members_sample_json,string,path_or_file_reference,60,60,0,0.0,KEEP_REFERENCE_ONLY,static_object_catalog,STATIC_OBJECT_REFERENCE,DERIVATION_INPUT_ONLY,USE_PORTABLE_OBJECT_URI_AND_FULL_MEMBER_MANIFEST,30,Object metadata; actual raster/vector extraction is required.,,
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,availability_tier,string,nominal_text,60,60,0,0.0,KEEP,static_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,operational_input_allowed,bool,boolean,60,60,0,0.0,KEEP,static_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
11_static_geospatial_inventory,11_static_geospatial_inventory/static_geospatial_package_inventory.parquet,parquet,source_time_policy,string,free_natural_text,60,60,0,0.0,KEEP,static_object_catalog,LEAKAGE_POLICY_METADATA,GATING_ONLY,NONE,100,Critical eligibility gate; never feed blindly as a meteorological predictor.,,
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,target_tmax_c,double,numeric,48577,48577,0,0.0,KEEP_RESEARCH_ONLY,research_artifacts,LABEL_ONLY,FORBIDDEN_AT_INFERENCE,ENFORCE_COLUMN_FIREWALL,100,Outcome column in research artifact.,3.2,36.6
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,content_sha256,string,hash_identifier,48577,48577,0,0.0,KEEP,research_artifacts,PROVENANCE_ONLY,NOT_A_PREDICTOR,NONE,0,"Integrity/deduplication key; essential for provenance, not forecasting.",,
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,raw_retrieved_at_utc,string,datetime_or_date,48577,48577,0,0.0,KEEP,research_artifacts,PROVENANCE_TIMESTAMP,GATING_OR_AUDIT_ONLY,VALIDATE_TIMEZONE,95,Needed to prove retrieval/availability and reproduce vintages; not a weather variable.,2026-06-18T22:51:53.536120+00:00,2026-06-18T22:51:53.536120+00:00
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,target_date,timestamp[ns],datetime_or_date,48577,48577,0,0.0,KEEP_RESEARCH_ONLY,research_artifacts,RESEARCH_TIME_OR_JOIN_KEY,NOT_DIRECT,AUDIT_CAUSAL_ALIGNMENT_AND_TIMEZONE,60,"Needed to reproduce folds/features, not a meteorological predictor by itself.",1884-01-01T00:00:00+00:00,2023-12-31T00:00:00+00:00
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,year,int32,numeric,48577,48577,0,0.0,RECOMPUTE_FROM_CANONICAL_SOURCES,research_artifacts,SAFE_CANDIDATE_FEATURE,POTENTIAL_PREDICTOR_AFTER_CAUSAL_DEFINITION_AUDIT,VERIFY_ROLLING_WINDOWS_EXCLUDE_T_AND_FOLD_LOCAL_FITS,80,Promising target-memory/calendar research feature; production should recompute rather than read artifact matrix.,1884.0,2023.0
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,month,int32,numeric,48577,48577,0,0.0,RECOMPUTE_FROM_CANONICAL_SOURCES,research_artifacts,SAFE_CANDIDATE_FEATURE,POTENTIAL_PREDICTOR_AFTER_CAUSAL_DEFINITION_AUDIT,VERIFY_ROLLING_WINDOWS_EXCLUDE_T_AND_FOLD_LOCAL_FITS,80,Promising target-memory/calendar research feature; production should recompute rather than read artifact matrix.,1.0,12.0
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,day_of_year,int32,numeric,48577,48577,0,0.0,RECOMPUTE_FROM_CANONICAL_SOURCES,research_artifacts,SAFE_CANDIDATE_FEATURE,POTENTIAL_PREDICTOR_AFTER_CAUSAL_DEFINITION_AUDIT,VERIFY_ROLLING_WINDOWS_EXCLUDE_T_AND_FOLD_LOCAL_FITS,80,Promising target-memory/calendar research feature; production should recompute rather than read artifact matrix.,1.0,366.0
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,doy_sin,double,numeric,48577,48577,0,0.0,RECOMPUTE_FROM_CANONICAL_SOURCES,research_artifacts,SAFE_CANDIDATE_FEATURE,POTENTIAL_PREDICTOR_AFTER_CAUSAL_DEFINITION_AUDIT,VERIFY_ROLLING_WINDOWS_EXCLUDE_T_AND_FOLD_LOCAL_FITS,80,Promising target-memory/calendar research feature; production should recompute rather than read artifact matrix.,-0.9999994220246925,0.9999855506507186
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,doy_cos,double,numeric,48577,48577,0,0.0,RECOMPUTE_FROM_CANONICAL_SOURCES,research_artifacts,SAFE_CANDIDATE_FEATURE,POTENTIAL_PREDICTOR_AFTER_CAUSAL_DEFINITION_AUDIT,VERIFY_ROLLING_WINDOWS_EXCLUDE_T_AND_FOLD_LOCAL_FITS,80,Promising target-memory/calendar research feature; production should recompute rather than read artifact matrix.,-0.9999791929590823,0.9999907524084426
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,doy_sin_2,double,numeric,48577,48577,0,0.0,RECOMPUTE_FROM_CANONICAL_SOURCES,research_artifacts,SAFE_CANDIDATE_FEATURE,POTENTIAL_PREDICTOR_AFTER_CAUSAL_DEFINITION_AUDIT,VERIFY_ROLLING_WINDOWS_EXCLUDE_T_AND_FOLD_LOCAL_FITS,80,Promising target-memory/calendar research feature; production should recompute rather than read artifact matrix.,-0.9999994220246925,0.999953184360873
12_hkg_t24_robust_experiment_outputs,12_hkg_t24_robust_experiment_outputs/hkg_t24_exp0050_0099_feature_matrix.parquet,parquet,doy_cos_2,double,numeric,48577,48577,0,0.0,RECOMPUTE_FROM_CANONICAL_SOURCES,research_artifacts,SAFE_CANDIDATE_FEATURE,POTENTIAL_PREDICTOR_AFTER_CAUSAL_DEFINITION_AUDIT,VERIFY_ROLLING_WINDOWS_EXCLUDE_T_AND_FOLD_LOCAL_FITS,80,Promising target-memory/calendar research feature; production should recompute rather than read artifact matrix.,-0.9999976880994382,0.9999630098048061
