chunk_index,dataset,status,http_status,run_time_count,first_run_time,last_run_time,row_count,forecast_wide_rows_upserted,estimated_credits_consumed,expected_credits,expected_rows,elapsed_seconds,request_sha256,chunk_id,raw_path,source,sanity_issue_count,sanity_issues,error_class,error_message
42,cwawrf15,completed,200,3,2026-06-22T18:00:00Z,2026-06-24T18:00:00Z,180,180,150,150,180,0.244,bc3cf50cdbdcc16a589f75ed7da2b10126da8da4aa4c4f44cde4316aa685d12b,firstweek_cwawrf15_bc3cf50cdbdc,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/cwawrf15/run_window_utc=20260622_180000_to_20260624_180000/bc3cf50cdbdcc16a589f75ed7da2b10126da8da4aa4c4f44cde4316aa685d12b.ndjson.gz,api_fetched,0,,,
43,aifsoper,completed,200,10,2025-02-25T18:00:00Z,2025-03-06T18:00:00Z,600,600,400,400,600,19.294,79194517da9a108b353baf9cdbccd6e0e7317bc08909451c3896b8f9253bfdcb,batch_smoke_10w_aifsoper_79194517da9a,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsoper/run_window_utc=20250225_180000_to_20250306_180000/79194517da9a108b353baf9cdbccd6e0e7317bc08909451c3896b8f9253bfdcb.ndjson.gz,api_fetched,0,,,
44,aifsoper,completed,200,10,2025-03-07T18:00:00Z,2025-03-16T18:00:00Z,600,600,400,400,600,12.028,e9e4db1f156dda5c1421a3f9d0d7f87bc366793fccce93a87c12680954623750,batch_smoke_10w_aifsoper_e9e4db1f156d,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsoper/run_window_utc=20250307_180000_to_20250316_180000/e9e4db1f156dda5c1421a3f9d0d7f87bc366793fccce93a87c12680954623750.ndjson.gz,api_fetched,0,,,
45,aifsoper,completed,200,10,2025-03-17T18:00:00Z,2025-03-26T18:00:00Z,600,600,400,400,600,11.293,1de98f9a981e5462066cb81c0cda0d4afdebc6777bd009ee5d4a641abda2c72c,batch_smoke_10w_aifsoper_1de98f9a981e,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsoper/run_window_utc=20250317_180000_to_20250326_180000/1de98f9a981e5462066cb81c0cda0d4afdebc6777bd009ee5d4a641abda2c72c.ndjson.gz,api_fetched,0,,,
46,aifsoper,completed,200,10,2025-03-27T18:00:00Z,2025-04-05T18:00:00Z,600,600,400,400,600,11.711,116b8b062daefafc16f234eed28c5426d3937dae59e32b7de8ab64c187e368cb,batch_smoke_10w_aifsoper_116b8b062dae,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsoper/run_window_utc=20250327_180000_to_20250405_180000/116b8b062daefafc16f234eed28c5426d3937dae59e32b7de8ab64c187e368cb.ndjson.gz,api_fetched,0,,,
47,aifsoper,completed,200,10,2025-04-06T18:00:00Z,2025-04-15T18:00:00Z,600,600,400,400,600,11.845,621b9641b82f2df4e871045565732ba672a9131665cbe346568222ee0f7604ec,batch_smoke_10w_aifsoper_621b9641b82f,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsoper/run_window_utc=20250406_180000_to_20250415_180000/621b9641b82f2df4e871045565732ba672a9131665cbe346568222ee0f7604ec.ndjson.gz,api_fetched,0,,,
48,aifsoper,completed,200,10,2025-04-16T18:00:00Z,2025-04-25T18:00:00Z,600,600,400,400,600,11.733,98db186ff2b85586256f8f6923cc888d14610003b32725de4b8441922ebe05d3,batch_smoke_10w_aifsoper_98db186ff2b8,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsoper/run_window_utc=20250416_180000_to_20250425_180000/98db186ff2b85586256f8f6923cc888d14610003b32725de4b8441922ebe05d3.ndjson.gz,api_fetched,0,,,
49,aifsoper,completed,200,10,2025-04-26T18:00:00Z,2025-05-05T18:00:00Z,600,600,400,400,600,11.994,6faadced7d58220473b9d51dead68a2e22fb82a7852a8da29cb50a97c1e2f94d,batch_smoke_10w_aifsoper_6faadced7d58,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsoper/run_window_utc=20250426_180000_to_20250505_180000/6faadced7d58220473b9d51dead68a2e22fb82a7852a8da29cb50a97c1e2f94d.ndjson.gz,api_fetched,0,,,
50,aifsenfo,completed,200,5,2025-07-02T18:00:00Z,2025-07-06T18:00:00Z,1020,1020,1020,1020,1020,24.76,11c95128387492de7e1f93d959b25fd2325756b9631520bdf32f76de878cffbc,batch_smoke_10w_aifsenfo_11c951283874,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250702_180000_to_20250706_180000/11c95128387492de7e1f93d959b25fd2325756b9631520bdf32f76de878cffbc.ndjson.gz,api_fetched,0,,,
51,aifsenfo,completed,200,5,2025-07-07T18:00:00Z,2025-07-11T18:00:00Z,1020,1020,1020,1020,1020,21.578,2ff47f3122b6f22bcc8a391b45f749bdbf1f705df02b5589b27b81472712995f,batch_smoke_10w_aifsenfo_2ff47f3122b6,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250707_180000_to_20250711_180000/2ff47f3122b6f22bcc8a391b45f749bdbf1f705df02b5589b27b81472712995f.ndjson.gz,api_fetched,0,,,
52,aifsenfo,completed,200,5,2025-07-12T18:00:00Z,2025-07-16T18:00:00Z,1020,1020,1020,1020,1020,21.395,15b9c4f8b31ce06337974e3b6ecbbbb1f9a5c080db5eed310c880924eabe5ed7,batch_smoke_10w_aifsenfo_15b9c4f8b31c,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250712_180000_to_20250716_180000/15b9c4f8b31ce06337974e3b6ecbbbb1f9a5c080db5eed310c880924eabe5ed7.ndjson.gz,api_fetched,0,,,
53,aifsenfo,completed,200,5,2025-07-17T18:00:00Z,2025-07-21T18:00:00Z,1020,1020,1020,1020,1020,20.463,a0a7520de5a9e171774b4a6adf2a8a889231010d1f0b920d318eb022c3081863,batch_smoke_10w_aifsenfo_a0a7520de5a9,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250717_180000_to_20250721_180000/a0a7520de5a9e171774b4a6adf2a8a889231010d1f0b920d318eb022c3081863.ndjson.gz,api_fetched,0,,,
54,aifsenfo,completed,200,5,2025-07-22T18:00:00Z,2025-07-26T18:00:00Z,1020,1020,1020,1020,1020,21.488,0e0ce0f5dd7f186c7c917f8d3fbc2cc7b29a57caee632e9c6505d12473c5094e,batch_smoke_10w_aifsenfo_0e0ce0f5dd7f,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250722_180000_to_20250726_180000/0e0ce0f5dd7f186c7c917f8d3fbc2cc7b29a57caee632e9c6505d12473c5094e.ndjson.gz,api_fetched,0,,,
55,aifsenfo,completed,200,5,2025-07-27T18:00:00Z,2025-07-31T18:00:00Z,1020,1020,1020,1020,1020,21.108,8c3e154ee81e7575b588fcd8f0013c481df752d67686207d1b6de8fa68520b09,batch_smoke_10w_aifsenfo_8c3e154ee81e,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250727_180000_to_20250731_180000/8c3e154ee81e7575b588fcd8f0013c481df752d67686207d1b6de8fa68520b09.ndjson.gz,api_fetched,0,,,
56,aifsenfo,completed,200,5,2025-08-01T18:00:00Z,2025-08-05T18:00:00Z,1020,1020,1020,1020,1020,20.738,210703949a94ad3e2ebf5fc152ca5737eee61b427f68f733bd325a8306c68a13,batch_smoke_10w_aifsenfo_210703949a94,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250801_180000_to_20250805_180000/210703949a94ad3e2ebf5fc152ca5737eee61b427f68f733bd325a8306c68a13.ndjson.gz,api_fetched,0,,,
57,aifsenfo,completed,200,5,2025-08-06T18:00:00Z,2025-08-10T18:00:00Z,1020,1020,1020,1020,1020,20.502,1defebb77eb1ed6cfa397b3a30c87cc79f1ba41fdb0bb493983176e44e43d56a,batch_smoke_10w_aifsenfo_1defebb77eb1,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250806_180000_to_20250810_180000/1defebb77eb1ed6cfa397b3a30c87cc79f1ba41fdb0bb493983176e44e43d56a.ndjson.gz,api_fetched,0,,,
58,aifsenfo,completed,200,5,2025-08-11T18:00:00Z,2025-08-15T18:00:00Z,1020,1020,1020,1020,1020,21.079,b23248a9db99b1b01a30bd933dc42950d8717363c94b2b690602770066b54592,batch_smoke_10w_aifsenfo_b23248a9db99,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250811_180000_to_20250815_180000/b23248a9db99b1b01a30bd933dc42950d8717363c94b2b690602770066b54592.ndjson.gz,api_fetched,0,,,
59,aifsenfo,completed,200,5,2025-08-16T18:00:00Z,2025-08-20T18:00:00Z,1020,1020,1020,1020,1020,20.487,c9befa03ed249d3511b2699c5c948cd50862ce5d4decf91e64a5d29283c29c31,batch_smoke_10w_aifsenfo_c9befa03ed24,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250816_180000_to_20250820_180000/c9befa03ed249d3511b2699c5c948cd50862ce5d4decf91e64a5d29283c29c31.ndjson.gz,api_fetched,0,,,
60,aifsenfo,completed,200,5,2025-08-21T18:00:00Z,2025-08-25T18:00:00Z,1020,1020,1020,1020,1020,20.594,71ed4fc6b57d5b4a7944daf857c6a64690e99735a4c7c45db15530ee7efcddcd,batch_smoke_10w_aifsenfo_71ed4fc6b57d,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250821_180000_to_20250825_180000/71ed4fc6b57d5b4a7944daf857c6a64690e99735a4c7c45db15530ee7efcddcd.ndjson.gz,api_fetched,0,,,
61,aifsenfo,completed,200,5,2025-08-26T18:00:00Z,2025-08-30T18:00:00Z,1020,1020,1020,1020,1020,20.363,e29bfab19c9ea0d81a85974ab6ad27931770e2e9d456106d1bf16507d7005232,batch_smoke_10w_aifsenfo_e29bfab19c9e,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250826_180000_to_20250830_180000/e29bfab19c9ea0d81a85974ab6ad27931770e2e9d456106d1bf16507d7005232.ndjson.gz,api_fetched,0,,,
62,aifsenfo,completed,200,5,2025-08-31T18:00:00Z,2025-09-04T18:00:00Z,1020,1020,1020,1020,1020,20.977,fbd1ea68aafc7c186c2c9aa0b5dc8868498b36442da2c094ffed41d07c61bf35,batch_smoke_10w_aifsenfo_fbd1ea68aafc,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250831_180000_to_20250904_180000/fbd1ea68aafc7c186c2c9aa0b5dc8868498b36442da2c094ffed41d07c61bf35.ndjson.gz,api_fetched,0,,,
63,aifsenfo,completed,200,5,2025-09-05T18:00:00Z,2025-09-09T18:00:00Z,1020,1020,1020,1020,1020,21.304,cea9f837d5cb26a184e951b0c8a1d5e7dbcbf3b97454d6f43e6f4399f7bd0827,batch_smoke_10w_aifsenfo_cea9f837d5cb,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aifsenfo/run_window_utc=20250905_180000_to_20250909_180000/cea9f837d5cb26a184e951b0c8a1d5e7dbcbf3b97454d6f43e6f4399f7bd0827.ndjson.gz,api_fetched,0,,,
64,aigfssfc,completed,200,31,2026-04-16T18:00:00Z,2026-05-16T18:00:00Z,1500,1500,500,620,1860,4.081,3d77a3a63bf3e0863cf26e0827015b5e3c5e93f8ceccc9fb1c6b7c87c967c81a,batch_smoke_10w_aigfssfc_3d77a3a63bf3,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigfssfc/run_window_utc=20260416_180000_to_20260516_180000/3d77a3a63bf3e0863cf26e0827015b5e3c5e93f8ceccc9fb1c6b7c87c967c81a.ndjson.gz,api_fetched,0,,,
65,aigfssfc,completed,200,31,2026-05-17T18:00:00Z,2026-06-16T18:00:00Z,1860,1860,620,620,1860,12.515,6b7bc69cb809b868b43169fdb9887fd94ab0cdce0da7efff634ed648895a0454,batch_smoke_10w_aigfssfc_6b7bc69cb809,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigfssfc/run_window_utc=20260517_180000_to_20260616_180000/6b7bc69cb809b868b43169fdb9887fd94ab0cdce0da7efff634ed648895a0454.ndjson.gz,api_fetched,0,,,
66,aigfssfc,completed,200,5,2026-06-17T18:00:00Z,2026-06-21T18:00:00Z,300,300,100,100,300,7.526,af074feb2526e9701867f7ba8c6752d9ac272173874e252bcda49817c2c5b60d,batch_smoke_10w_aigfssfc_af074feb2526,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigfssfc/run_window_utc=20260617_180000_to_20260621_180000/af074feb2526e9701867f7ba8c6752d9ac272173874e252bcda49817c2c5b60d.ndjson.gz,api_fetched,0,,,
67,aigfspres,completed,200,14,2026-04-16T18:00:00Z,2026-04-29T18:00:00Z,540,540,90,140,840,12.08,7a3714ea907d0b09b8eb30734e309ba489b1e7cabf6961c126c7cb9daee4d337,batch_smoke_10w_aigfspres_7a3714ea907d,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigfspres/run_window_utc=20260416_180000_to_20260429_180000/7a3714ea907d0b09b8eb30734e309ba489b1e7cabf6961c126c7cb9daee4d337.ndjson.gz,api_fetched,0,,,
68,aigfspres,completed,200,14,2026-04-30T18:00:00Z,2026-05-13T18:00:00Z,780,780,130,140,840,12.01,2641e2f7ec69696f67764f8ac293b919dc72652160c5a06a1c4f7fa5a4bc3b8f,batch_smoke_10w_aigfspres_2641e2f7ec69,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigfspres/run_window_utc=20260430_180000_to_20260513_180000/2641e2f7ec69696f67764f8ac293b919dc72652160c5a06a1c4f7fa5a4bc3b8f.ndjson.gz,api_fetched,0,,,
69,aigfspres,completed,200,14,2026-05-14T18:00:00Z,2026-05-27T18:00:00Z,840,840,140,140,840,11.84,746d050fdb9cd95732003c5a5d5f303fa65e68ba420cd78e4290a2b04eda1a83,batch_smoke_10w_aigfspres_746d050fdb9c,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigfspres/run_window_utc=20260514_180000_to_20260527_180000/746d050fdb9cd95732003c5a5d5f303fa65e68ba420cd78e4290a2b04eda1a83.ndjson.gz,api_fetched,0,,,
70,aigfspres,completed,200,14,2026-05-28T18:00:00Z,2026-06-10T18:00:00Z,840,840,140,140,840,11.753,eff41e9be844b15698733bf181d9018f27129cf7075fb569b35882e4d88633cf,batch_smoke_10w_aigfspres_eff41e9be844,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigfspres/run_window_utc=20260528_180000_to_20260610_180000/eff41e9be844b15698733bf181d9018f27129cf7075fb569b35882e4d88633cf.ndjson.gz,api_fetched,0,,,
71,aigfspres,completed,200,11,2026-06-11T18:00:00Z,2026-06-21T18:00:00Z,660,660,110,110,660,11.059,4390f6236d51283b2c30d96a926c54d38ea312681bfe39a2419b2611b91d1531,batch_smoke_10w_aigfspres_4390f6236d51,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigfspres/run_window_utc=20260611_180000_to_20260621_180000/4390f6236d51283b2c30d96a926c54d38ea312681bfe39a2419b2611b91d1531.ndjson.gz,api_fetched,0,,,
72,aigefssfc,completed,200,5,2025-06-01T18:00:00Z,2025-06-05T18:00:00Z,620,620,620,620,620,15.644,7ad27f57d345dd35f11eff95de1155ff5274182e29e51a5a671c0a4f3c786e51,batch_smoke_10w_aigefssfc_7ad27f57d345,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250601_180000_to_20250605_180000/7ad27f57d345dd35f11eff95de1155ff5274182e29e51a5a671c0a4f3c786e51.ndjson.gz,api_fetched,0,,,
73,aigefssfc,completed,200,5,2025-06-06T18:00:00Z,2025-06-10T18:00:00Z,620,620,620,620,620,12.162,c8f7f2c3a0f758bc976dbaab0607103b6a3773d1b0106193161350f2632b5997,batch_smoke_10w_aigefssfc_c8f7f2c3a0f7,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250606_180000_to_20250610_180000/c8f7f2c3a0f758bc976dbaab0607103b6a3773d1b0106193161350f2632b5997.ndjson.gz,api_fetched,0,,,
74,aigefssfc,completed,200,5,2025-06-11T18:00:00Z,2025-06-15T18:00:00Z,620,620,620,620,620,11.209,57a8f1734ad1ba896e8fdbadce5b3478025bf6d9ec2e26d20ae6caac693fda70,batch_smoke_10w_aigefssfc_57a8f1734ad1,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250611_180000_to_20250615_180000/57a8f1734ad1ba896e8fdbadce5b3478025bf6d9ec2e26d20ae6caac693fda70.ndjson.gz,api_fetched,0,,,
75,aigefssfc,completed,200,5,2025-06-16T18:00:00Z,2025-06-20T18:00:00Z,620,620,620,620,620,12.229,dd08f92fe053e66684ba7dbfd5d364b321999a8be8547b257376ad0528ff60ab,batch_smoke_10w_aigefssfc_dd08f92fe053,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250616_180000_to_20250620_180000/dd08f92fe053e66684ba7dbfd5d364b321999a8be8547b257376ad0528ff60ab.ndjson.gz,api_fetched,0,,,
76,aigefssfc,completed,200,5,2025-06-21T18:00:00Z,2025-06-25T18:00:00Z,620,620,620,620,620,11.739,87db8d3fdaf09b6b4fb3b4b3f51b23934601098ebbc93b63617316dd99ad577b,batch_smoke_10w_aigefssfc_87db8d3fdaf0,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250621_180000_to_20250625_180000/87db8d3fdaf09b6b4fb3b4b3f51b23934601098ebbc93b63617316dd99ad577b.ndjson.gz,api_fetched,0,,,
77,aigefssfc,completed,200,5,2025-06-26T18:00:00Z,2025-06-30T18:00:00Z,496,496,496,620,620,10.7,0b58e6b30ad858c92d6f831c42577cf66d0cba93d529cd1e98b5cea8f1f86056,batch_smoke_10w_aigefssfc_0b58e6b30ad8,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250626_180000_to_20250630_180000/0b58e6b30ad858c92d6f831c42577cf66d0cba93d529cd1e98b5cea8f1f86056.ndjson.gz,api_fetched,0,,,
78,aigefssfc,completed,200,5,2025-07-01T18:00:00Z,2025-07-05T18:00:00Z,620,620,620,620,620,12.819,1e94b8a962382ebfb9f26706cf28c0e94d4e8b5c75a2eaab3ae78fddc0eeb907,batch_smoke_10w_aigefssfc_1e94b8a96238,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250701_180000_to_20250705_180000/1e94b8a962382ebfb9f26706cf28c0e94d4e8b5c75a2eaab3ae78fddc0eeb907.ndjson.gz,api_fetched,0,,,
79,aigefssfc,completed,200,5,2025-07-06T18:00:00Z,2025-07-10T18:00:00Z,620,620,620,620,620,12.022,cbf62d2aa0fa6f72476e69256e16f05e4a32c7e202912a60239bbbdf03492cac,batch_smoke_10w_aigefssfc_cbf62d2aa0fa,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250706_180000_to_20250710_180000/cbf62d2aa0fa6f72476e69256e16f05e4a32c7e202912a60239bbbdf03492cac.ndjson.gz,api_fetched,0,,,
80,aigefssfc,completed,200,5,2025-07-11T18:00:00Z,2025-07-15T18:00:00Z,620,620,620,620,620,11.676,6222afd41f54c7d6324b2559ed4db0b30e46067eaed37f83e0244d11191d1970,batch_smoke_10w_aigefssfc_6222afd41f54,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250711_180000_to_20250715_180000/6222afd41f54c7d6324b2559ed4db0b30e46067eaed37f83e0244d11191d1970.ndjson.gz,api_fetched,0,,,
81,aigefssfc,completed,200,5,2025-07-16T18:00:00Z,2025-07-20T18:00:00Z,620,620,620,620,620,11.328,fc9ad32dbb68a7ce3e8e9b07a88b0443d8c3e3ce3063c731852c4028a3823c5c,batch_smoke_10w_aigefssfc_fc9ad32dbb68,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250716_180000_to_20250720_180000/fc9ad32dbb68a7ce3e8e9b07a88b0443d8c3e3ce3063c731852c4028a3823c5c.ndjson.gz,api_fetched,0,,,
82,aigefssfc,completed,200,5,2025-07-21T18:00:00Z,2025-07-25T18:00:00Z,496,496,496,620,620,10.609,0b140af3b478917a9fefbcbd7a2f1121f06d3f639cee28ba276ac3f96cd35346,batch_smoke_10w_aigefssfc_0b140af3b478,C:/Users/ahmad/Desktop/generalFiles/git/weather_markets/weather_data_extraction/bootstrap/hkg_tmax_elite_codex_bootstrap/hkg_tmax_elite_codex/data/_pipeline_internal/raw/gribstream_tactical_batch_smoke_10w/aigefssfc/run_window_utc=20250721_180000_to_20250725_180000/0b140af3b478917a9fefbcbd7a2f1121f06d3f639cee28ba276ac3f96cd35346.ndjson.gz,api_fetched,0,,,
