source,item_id,issue_day_utc,cycle_hour,lead_hour_requested,issued_at_utc,valid_at_utc,lead_hour_grib,availability_proxy_utc,variable,grib_short_name,grib_name,grib_type_of_level,grib_level,grib_step_type,grib_units,normalized_units,grid_point_count,bbox_min,bbox_mean,bbox_median,bbox_max,bbox_std
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.956018066406276,24.415627589370285,24.256036376953148,25.756036376953148,0.8284011752923959
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,23.695184326171898,27.42953404898597,27.695184326171898,29.395196533203148,1.4268834313726897
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,22.348931884765648,26.366098484848504,26.6489196777344,29.1489196777344,2.0043913632327435
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,76.19999694824219,85.1646464954723,84.19999694824219,97.6999969482422,4.22611659228174
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1007.043125,1008.2295075757576,1008.283125,1010.01515625,0.6627342976909798
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,261.0,1032.171717171717,773.0,2198.0,606.0735868980228
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,23.504907226562523,27.24733146898676,27.304895019531276,29.804895019531276,1.585418733341626
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-14.517333984375,-2.012283479324495,-0.517333984375,0.482666015625,3.3915335388175047
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,5.841540404040404,5.5,14.75,4.152706852817595
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,1.0125774145126345,8.453991551591892,9.21257781982422,11.812577247619627,2.7774346797446485
gfs,gfs_20260706_06z_f018,2026-07-06,6,18,2026-07-06T06:00:00Z,2026-07-07T00:00:00Z,,2026-07-06T12:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,2.9760000705718994,32.508767662626326,33.391998291015625,70.65599822998047,22.24735911803053
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,37.400001525878906,94.14848535711116,100.0,100.0,13.118868490899024
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,55.70000076293945,98.77979806456904,100.0,100.0,5.068180902783494
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.283917188644409,0.6393150878374023,0.816082775592804,3.016082763671875,1.2604174590463832
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.0082794185727834,4.365855187591579,3.808279514312744,8.708279609680176,2.284912787038609
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,24.911676025390648,28.01065901939317,28.2116638183594,29.911676025390648,1.0703992970099336
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.350000000000023,24.417665793679,24.549981689453148,25.7499938964844,1.018894014522749
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,25.028161621093773,28.46655772816053,28.728173828125023,30.728173828125023,1.0821513510513867
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,24.295129394531276,27.7425932296599,27.9951110839844,29.795129394531276,1.1455083952176626
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,63.29999923706055,80.95151477389865,82.0,94.4000015258789,5.72185896283747
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1005.2121875,1006.1403480113636,1006.1721875,1007.40015625,0.5349964397795177
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,210.0,1087.040404040404,1035.0,2089.0,592.7133110320573
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,24.7499938964844,28.077273960306208,28.450006103515648,30.950006103515648,1.2802159982672925
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-5.111328125,-0.7779947916666666,-0.111328125,-0.111328125,1.1191627462193567
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,1.0214646464646464,0.5625,3.875,1.0565662299378478
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,0.8136963844299316,7.151070096276023,7.113696575164795,11.213696479797363,2.174488685346214
gfs,gfs_20260706_06z_f027,2026-07-06,6,27,2026-07-06T06:00:00Z,2026-07-07T09:00:00Z,,2026-07-06T12:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,47.68000030517578,311.33535570086855,303.4599914550781,602.5800170898438,153.42495022186273
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,0.0,13.441414146712331,5.0,99.9000015258789,17.791974225170065
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,0.0,23.36666674806614,20.5,72.30000305175781,19.45902207452114
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.969818115234375,-1.1819393320216074,-1.069818139076233,0.3301818966865539,0.6590891628727786
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-0.584912121295929,3.690845483866981,4.015088081359863,8.515088081359863,2.908645812153568
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,21.919244384765648,26.121259654652007,26.419244384765648,29.2192321777344,2.21122031139766
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.551293945312523,23.81493252840911,24.051293945312523,25.451287841796898,1.032449588596871
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,22.296777343750023,26.44627309471672,26.596765136718773,29.396783447265648,2.158394143073423
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,21.9506774902344,25.986035649463403,26.050683593750023,29.150689697265648,2.1334422945863287
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,76.9000015258789,87.42323233864524,87.0999984741211,98.8000030517578,6.590455666400838
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1005.57765625,1006.8089401830808,1006.745625,1008.65765625,0.7142012826877492
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,1.0,637.7676767676768,480.0,1714.0,463.1471138377295
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,21.625329589843773,26.04755076398755,26.125329589843773,29.7253356933594,2.694308554896699
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-80.0362548828125,-7.228174074731692,-3.0362548828125,-0.0362548828125,11.618234334182414
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,1.4873737373737377,1.25,3.9375,1.2344672497168183
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,0.5017784237861633,5.745212764450998,6.601778507232666,10.30177879333496,3.223216341271261
gfs,gfs_20260706_06z_f039,2026-07-06,6,39,2026-07-06T06:00:00Z,2026-07-07T21:00:00Z,,2026-07-06T12:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,0.0,0.0,0.0,0.0,0.0
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,0.0,20.22020200978626,8.899999618530273,96.1999969482422,23.553352167584155
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,0.0,23.19494960344199,24.100000381469727,62.70000076293945,16.405809527283008
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-3.766699314117432,-1.565689117318452,-1.466699242591858,0.4333007931709289,0.7935974837410382
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-0.630444347858429,4.211979898238423,4.1695556640625,9.369555473327637,2.7433699844316424
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,25.211511230468773,27.513545550722085,27.511529541015648,29.111535644531276,0.9564241328906437
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.917443847656276,24.166937687421104,24.217431640625023,25.417443847656276,0.7776377049362543
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,25.149987792968773,27.645959780914637,27.649987792968773,29.350000000000023,1.0207864196169725
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,21.921838378906276,25.88952766187265,26.021844482421898,28.821862792968773,2.103717084059228
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,74.9000015258789,81.97070705529416,81.80000305175781,90.5999984741211,3.249436527992757
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1006.54703125,1007.6806983901516,1007.60703125,1009.371015625,0.6513313181249002
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,129.0,753.3636363636364,595.0,1749.0,425.4960136917677
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,25.600274658203148,28.23967679726959,28.3002868652344,30.400292968750023,0.8377244092832116
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-31.1268310546875,-1.6722856001420454,-0.1268310546875,-0.1268310546875,4.03838333308065
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,3.100378787878788,2.5625,8.8125,2.72954713664487
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,1.401525855064392,6.886374385669978,7.301526069641113,11.101526260375977,2.7000697358045858
gfs,gfs_20260706_06z_f042,2026-07-06,6,42,2026-07-06T06:00:00Z,2026-07-08T00:00:00Z,,2026-07-06T12:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,15.407999992370604,63.55894933565698,65.23200225830078,74.20800018310547,9.478956524680116
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,0.0,41.37070716518645,37.0,100.0,36.41818357355502
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,0.0,38.03636367784606,40.09999847412109,94.1999969482422,25.77966634029258
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-3.769335985183716,-0.8572147326035933,-0.6693359613418579,0.8306640386581421,0.8281990635605323
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,1.997119188308716,4.991058513371631,4.997118949890137,7.997118949890137,1.5832977815061955
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,26.190515136718773,28.865250466086668,28.690515136718773,31.290490722656276,1.0019509942370692
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,20.748559570312523,24.0576391354956,24.248559570312523,25.348535156250023,1.035832770927705
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,26.785485839843773,29.037012027008384,28.8854919433594,31.3854919433594,0.8950331073118388
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,25.239312744140648,27.427185120245444,27.5393005371094,29.0393005371094,0.8869722837581001
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,53.29999923706055,75.59898989128344,79.0,87.0999984741211,7.683019324750314
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1006.669375,1007.7153937815658,1007.733359375,1008.893359375,0.4652476010366738
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,311.0,835.5353535353536,714.0,1631.0,383.11058912225633
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,26.531579589843773,29.91540502683083,29.331567382812523,35.53157958984377,1.8578639119965057
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-22.509033203125,-1.1453968394886365,-0.509033203125,0.490966796875,3.30428110873551
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,1.7361111111111112,1.8125,5.0,1.2108631939748635
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,3.027355670928955,7.137456636236172,7.227355480194092,10.427355766296388,1.750006891397158
gfs,gfs_20260706_06z_f045,2026-07-06,6,45,2026-07-06T06:00:00Z,2026-07-08T03:00:00Z,,2026-07-06T12:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,210.4160003662109,624.524284748116,681.9840087890625,708.416015625,106.79173949259518
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,12.399999618530272,90.40909095725628,100.0,100.0,18.757829785418988
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,avg,%,,99,45.20000076293945,91.19999976109976,96.1999969482422,100.0,11.763915022312716
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,u10,10u,10 metre U wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,-2.952624559402466,-0.2859578486720119,-0.25262451171875,1.24737548828125,1.0309356321098198
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,v10,10v,10 metre V wind component,heightAboveGround,,instant,m s**-1,m_s_1,99,0.2726867794990539,5.417131232492851,4.972686767578125,9.872686386108398,3.4664691916166688
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,t2m,2t,2 metre temperature,heightAboveGround,,instant,K,degC,99,22.613610839843773,26.70857321999292,27.2136169433594,29.113610839843773,1.958941811255888
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,d2m,2d,2 metre dewpoint temperature,heightAboveGround,,instant,K,degC,99,21.815454101562523,24.42050639451154,24.515466308593773,26.015466308593773,1.1654432656803717
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,tmax,tmax,Maximum temperature,heightAboveGround,,max,K,degC,99,23.279107666015648,27.273041141394437,27.979089355468773,29.379113769531276,1.751237602940193
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,tmin,tmin,Minimum temperature,heightAboveGround,,min,K,degC,99,22.582727050781276,26.52515055338544,27.082727050781276,28.982720947265648,1.8589167459805132
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,r2,2r,2 metre relative humidity,heightAboveGround,,instant,%,,99,76.0999984741211,87.49292924669054,86.0,98.6999969482422,5.158150455677445
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,prmsl,prmsl,Pressure reduced to MSL,meanSea,,instant,Pa,hPa,99,1005.8278125,1007.2230050505052,1007.23578125,1009.27578125,0.8218645944679532
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,cape,cape,Convective available potential energy,surface,,instant,J kg**-1,J_kg_1,99,94.0,1092.79797979798,923.0,2272.0,740.283810983328
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,t,t,Temperature,surface,,instant,K,degC,99,22.298486328125023,26.5601033528646,26.998498535156276,29.598474121093773,2.2722173200025013
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,cin,cin,Convective inhibition,surface,,instant,J kg**-1,J_kg_1,99,-34.772216796875,-5.105550130208333,-2.772216796875,0.227783203125,7.023769168568493
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,tp,tp,Total Precipitation,surface,,accum,kg m**-2,kg_m_2,99,0.0,3.8762626262626254,3.0625,12.4375,3.392711892657996
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,gust,gust,Wind speed (gust),surface,,instant,m s**-1,m_s_1,99,1.021240234375,8.246492710980503,9.721240043640137,12.921239852905272,3.7744848298351057
gfs,gfs_20260706_12z_f006,2026-07-06,12,6,2026-07-06T12:00:00Z,2026-07-06T18:00:00Z,,2026-07-06T18:00:00Z,sdswrf,sdswrf,Surface downward short-wave radiation flux,surface,,avg,W m**-2,W_m_2,99,0.0,0.0,0.0,0.0,0.0
gfs,gfs_20260706_12z_f015,2026-07-06,12,15,2026-07-06T12:00:00Z,2026-07-07T03:00:00Z,,2026-07-06T18:00:00Z,tcc,tcc,Total Cloud Cover,atmosphere,,instant,%,,99,80.80000305175781,99.66666674373126,100.0,100.0,2.3238334019655293
