alias_status,canonical_station_id,daily_bright_sunshine_duration_end,daily_bright_sunshine_duration_start,daily_cloud_to_cloud_lightning_end,daily_cloud_to_cloud_lightning_start,daily_cloud_to_ground_lightning_end,daily_cloud_to_ground_lightning_start,daily_daily_maximum_temperature_end,daily_daily_maximum_temperature_start,daily_daily_minimum_temperature_end,daily_daily_minimum_temperature_start,daily_daily_rainfall_end,daily_daily_rainfall_start,daily_evaporation_end,daily_evaporation_start,daily_global_solar_radiation_end,daily_global_solar_radiation_start,daily_grass_minimum_temperature_end,daily_grass_minimum_temperature_start,daily_mean_cloud_amount_end,daily_mean_cloud_amount_start,daily_mean_dew_point_temperature_end,daily_mean_dew_point_temperature_start,daily_mean_relative_humidity_end,daily_mean_relative_humidity_start,daily_mean_sea_level_pressure_end,daily_mean_sea_level_pressure_start,daily_mean_temperature_end,daily_mean_temperature_start,daily_mean_wet_bulb_temperature_end,daily_mean_wet_bulb_temperature_start,daily_mean_wind_speed_end,daily_mean_wind_speed_start,daily_prevailing_wind_direction_end,daily_prevailing_wind_direction_start,daily_reduced_visibility_hours_end,daily_reduced_visibility_hours_start,daily_sea_temperature_am_end,daily_sea_temperature_am_start,daily_sea_temperature_end,daily_sea_temperature_pm_end,daily_sea_temperature_pm_start,daily_sea_temperature_start,elevation_m,feed_membership,latitude,longitude,network,notes,official_code_status,official_station_code,selected_hf_end,selected_hf_start,source_evidence,station_name,target_station,temperature_cutoff_end,temperature_cutoff_rows,temperature_cutoff_start
unmerged_name_preserved,hko_name:wong_tai_sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Wong Tai Sin,False,2026-06-18,1948,2020-06-30
unmerged_name_preserved,hko_name:yuen_long_park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"silver_cutoff_temperature,since_midnight_maxmin,temperature_1min",,,HKO,,pending_official_metadata_resolution,,,,"C:\hkg_tmax_data\silver\observations\hko_station_temperature_cutoff_summary.parquet,goal_required_station_list",Yuen Long Park,False,2026-06-18,1949,2020-06-30
separate_network_do_not_merge_without_overlap_validation,noaa_isd:595050-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0000.0,noaa_isd_history,+22.500,+115.500,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,595050-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,APPROXIMATE LOCALE,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:592870-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0015.2,noaa_isd_history,+23.392,+113.299,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,592870-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,BAIYUN INTL,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:594930-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0004.0,noaa_isd_history,+22.639,+113.811,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,594930-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,BAOAN INTL,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450010-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0079.0,noaa_isd_history,+22.200,+114.017,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450010-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,CHEUNG CHAU,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450440-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0079.0,noaa_isd_history,+22.200,+114.017,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450440-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,CHEUNG CHAU,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:593090-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0097.0,noaa_isd_history,+23.183,+115.850,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,593090-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,DAPING,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:590870-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0068.0,noaa_isd_history,+23.883,+113.517,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,590870-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,FOGANG,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:592780-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0012.0,noaa_isd_history,+23.050,+112.467,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,592780-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,GAOYAO,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450060-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0076.0,noaa_isd_history,+22.283,+114.117,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450060-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,GREEN ISLAND,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:592930-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0041.0,noaa_isd_history,+23.800,+114.733,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,592930-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,HEYUAN,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450070-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0008.5,noaa_isd_history,+22.309,+113.915,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450070-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,HONG KONG INTL,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450050-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0062.0,noaa_isd_history,+22.300,+114.167,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450050-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,HONG KONG OBSERVATORY,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:592710-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0057.0,noaa_isd_history,+23.950,+112.200,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,592710-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,HUAIJI,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:592980-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0016.0,noaa_isd_history,+23.083,+114.417,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,592980-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,HUI-YANG,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450330-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0010.0,noaa_isd_history,+22.533,+114.300,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450330-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,KAT O,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450040-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0066.4,noaa_isd_history,+22.312,+114.173,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450040-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,KOWLOON,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450350-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0035.0,noaa_isd_history,+22.467,+113.983,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450350-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,LAU FAU SHAN,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:590960-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0214.0,noaa_isd_history,+24.367,+114.483,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,590960-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,LIANPING,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450200-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0059.0,noaa_isd_history,+22.183,+113.533,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450200-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,MACAO/FORTALEZA DO MONTE,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450110-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0006.1,noaa_isd_history,+22.150,+113.592,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450110-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,MACAU INTL,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:592800-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0019.0,noaa_isd_history,+23.700,+113.083,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,592800-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,QING YUAN,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:592730-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0020.0,noaa_isd_history,+23.667,+112.867,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,592730-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,QINGCHENG,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450390-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0008.0,noaa_isd_history,+22.400,+114.200,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450390-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,SHA TIN,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:596730-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0018.0,noaa_isd_history,+21.733,+112.767,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,596730-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,SHANGCHUAN DAO,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:595010-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0005.0,noaa_isd_history,+22.783,+115.367,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,595010-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,SHANWEI,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:593030-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0152.0,noaa_isd_history,+23.967,+115.967,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,593030-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,SONG-LIN-BA,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450320-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0013.0,noaa_isd_history,+22.533,+114.150,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450320-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,TA KWU LING,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450340-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0053.0,noaa_isd_history,+22.483,+114.233,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450340-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,TAI MEI TUK,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450090-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0947.0,noaa_isd_history,+22.417,+114.117,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450090-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,TAI MO SHAN,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450030-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0076.0,noaa_isd_history,+22.250,+113.850,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450030-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,TAI-O,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:594780-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0046.0,noaa_isd_history,+22.267,+112.783,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,594780-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,TAI-SHAN,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450100-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0576.0,noaa_isd_history,+22.367,+114.217,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450100-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,TATE'S CAIRN,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450410-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0032.0,noaa_isd_history,+22.317,+114.250,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450410-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,TSEUNG KAWN O,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:450450-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0060.0,noaa_isd_history,+22.183,+114.300,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,450450-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,WAGLAN ISLAND,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:590750-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0064.0,noaa_isd_history,+24.483,+112.633,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,590750-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,YANGSHAN,False,,,
separate_network_do_not_merge_without_overlap_validation,noaa_isd:594880-99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+0003.0,noaa_isd_history,+22.017,+113.383,NOAA_ISD,Regional proxy station; final archive availability is not exact operational vintage.,noaa_station_history_id,594880-99999,,,C:\hkg_tmax_data\metadata\static_context\station_registry.parquet,ZHUHAI SANZAO,False,,,
