feature,feature_family,asof_rule,production_allowed,diagnostic_only,leakage_status
mean_temperature_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_temperature_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wet_bulb_temperature_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
mean_wind_speed_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
pressure_tendency_2_to_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
prevailing_wind_direction_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
rainfall_any_3d,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
rainfall_log1p_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
rainfall_log1p_rolling_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
reduced_visibility_hours_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temp_am_pm_mean_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temp_diurnal_diff_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_am_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_delta_lag2_minus_lag3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_delta_lag2_minus_lag7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_lag_14,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_lag_2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_lag_3,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_lag_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_lag_4,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_lag_5,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_lag_7,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_pm_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_rolling_max_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_rolling_mean_14_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_rolling_mean_30_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_rolling_mean_3_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_rolling_mean_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_rolling_median_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_rolling_min_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_rolling_std_7_ending_tminus2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sea_temperature_trend_7_minus_30,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
solar_cloud_contrast_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
sun_cloud_contrast_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
wet_bulb_heat_storage_proxy,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
wind_dir_cos_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
wind_dir_sin_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
wind_vector_u_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
wind_vector_v_lag2,climate|no_official,HKO daily climate variables only through T-2,True,False,pass
analog_resid_idw50_x_effective_sample_size,interaction,derived from already as-of-safe source features,True,False,pass
analog_resid_idw50_x_high_uncertainty,interaction,derived from already as-of-safe source features,True,False,pass
bright_sunshine_duration_lag_2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass
daily_rainfall_rolling_mean_3_ending_tminus2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_cloud_rain_suppressed,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_hot_humid_persistence,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_is_hot_season,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_marine_moderation_regime,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_season_autumn_transition,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_season_cool_dry,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_season_hot_wet,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_season_spring_transition,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_x_upward_revised_heat_regime,interaction,derived from already as-of-safe source features,True,False,pass
forecast_range_x_high_uncertainty,interaction,derived from already as-of-safe source features,True,False,pass
forecast_range_x_n_issues,interaction,derived from already as-of-safe source features,True,False,pass
forecast_range_x_resid_std_by_range,interaction,derived from already as-of-safe source features,True,False,pass
late_downward_x_cloud_rain_suppressed,interaction,derived from already as-of-safe source features,True,False,pass
late_upward_x_recent_heat_count,interaction,derived from already as-of-safe source features,True,False,pass
max_delta_first_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass
max_delta_first_x_hot_humid,interaction,derived from already as-of-safe source features,True,False,pass
mean_cloud_amount_lag_2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass
mean_dew_point_temperature_lag_2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass
mean_wet_bulb_temperature_lag_2_x_forecast_max,interaction,derived from already as-of-safe source features,True,False,pass
mean_wind_speed_lag2_x_onshore,interaction,derived from already as-of-safe source features,True,False,pass
pressure_falling_x_showers,interaction,derived from already as-of-safe source features,True,False,pass
pressure_rising_x_dry_clear,interaction,derived from already as-of-safe source features,True,False,pass
resid_mean_by_month_x_forecast_range,interaction,derived from already as-of-safe source features,True,False,pass
resid_mean_by_season_maxbin_x_official_high,interaction,derived from already as-of-safe source features,True,False,pass
sea_temp_anomaly_lag2_x_onshore,interaction,derived from already as-of-safe source features,True,False,pass
forecast_max_bin,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_max_c_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_max_ceil,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_max_decimal_part,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_max_floor,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_max_half_degree,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_max_round_int,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_midpoint_c_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_min_c_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_min_round_int,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_range_bin,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_range_c_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
hours_latest_issue_to_target_noon,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
is_1615_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
is_1645_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
is_1745_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
is_1845_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
is_2145_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
is_2245_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
is_2315_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
is_2345_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
latest_issue_decimal_hour,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
latest_issue_family,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
latest_issue_hour,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
latest_issue_minute,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
minutes_latest_issue_to_cutoff,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
minutes_latest_issue_to_target_midnight,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
parse_status_latest_is_ok,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
stale_hours_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
stale_snapshot_flag_latest,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_cloudy,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_dry,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_fine,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_heavy_showers,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_hot,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_humid,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_mainly_cloudy,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_monsoon,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_showers,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_sunny,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_sunny_periods,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_thunderstorms,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_tropical_cyclone,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_very_hot,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
txt_windy,latest,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
cloud_rain_suppressed,regime|no_official,derived from already as-of-safe source features,True,False,pass
convective_suppression_risk,regime|no_official,derived from already as-of-safe source features,True,False,pass
downward_cloud_revision_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
dry_clear_radiative,regime|no_official,derived from already as-of-safe source features,True,False,pass
extreme_heat_setup,regime|no_official,derived from already as-of-safe source features,True,False,pass
high_forecast_uncertainty_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
hot_humid_persistence,regime|no_official,derived from already as-of-safe source features,True,False,pass
late_upward_heat_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
marine_moderation_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
monsoon_transition_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
northerly_dry_flow_flag,regime|no_official,derived from already as-of-safe source features,True,False,pass
onshore_marine_flow_flag,regime|no_official,derived from already as-of-safe source features,True,False,pass
pressure_falling_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
pressure_rising_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
rainfall_heavy_3d,regime|no_official,derived from already as-of-safe source features,True,False,pass
strong_wind_mixing_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
tropical_cyclone_proxy_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
upward_revised_heat_regime,regime|no_official,derived from already as-of-safe source features,True,False,pass
expected_abs_resid_by_forecast_max_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass
expected_abs_resid_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass
expected_abs_resid_by_season_x_range,residual_history,prior calendar years only inside each cutoff family,True,False,pass
issue_sequence_completeness,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_abs_p80_by_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_abs_p80_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_global_abs_p80,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_global_abs_p90,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_global_mean,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_global_median,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_global_std,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_high_bias_probability,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_low_bias_probability,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_doy_band_15d,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_forecast_max_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_forecast_max_half_degree,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_forecast_max_int,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_issue_hour_family,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_latest_issue_family_x_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_month_x_forecast_max_int,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_month_x_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_season_hko,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_season_x_forecast_max_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_season_x_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_txt_cloudy,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_txt_hot,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_txt_monsoon,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_txt_showers,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_txt_thunderstorms,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_txt_tropical_cyclone,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_mean_by_txt_very_hot,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_median_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_median_by_season_hko,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_recent_120_prior_training_days_same_season,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_recent_30_prior_training_days_same_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_recent_365_prior_training_days_all,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_recent_60_prior_training_days_same_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_std_by_forecast_range_bin,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_std_by_month,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_std_by_month_x_range,residual_history,prior calendar years only inside each cutoff family,True,False,pass
resid_std_by_season_hko,residual_history,prior calendar years only inside each cutoff family,True,False,pass
forecast_max_first_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_max_prev_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_min_first_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_min_prev_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_range_first_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
forecast_range_prev_c,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
has_1645_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
has_1745_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
has_1845_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
has_2145_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
has_2245_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
has_2315_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
has_2345_issue_before_cutoff,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
large_downward_revision_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
large_upward_revision_path,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
last2_max_mean,revision,lead-1 HKO local forecast rows with issue_at_hkt <= cutoff,True,False,pass
